,Unnamed: 0,Frequency,SAT,Participant,Drift Rate,Boundary Separation,Non-decision Time,Effective Inhibition,participant
0,2,1,Speed,,2.9370409256175103,0.500910758569562,0.352839283224722,-1.4556997508674958,1.0
1,3,1,Accuracy,,3.6945400556731456,0.5109495196373199,0.3779432517907177,-0.2411660708694457,1.0
2,4,2,Speed,,2.3198192884937145,0.5472118277795808,0.369312072165078,4.786905648878288,1.0
3,5,2,Accuracy,,2.279193391597364,1.0330616377610005,0.3289166296551067,4.690587192684779,1.0
4,6,3,Speed,,0.8861583214447704,0.5847571529943174,0.3401315760784534,3.030560985505139,1.0
5,7,3,Accuracy,,1.6635476431974263,0.7864064900273213,0.366088004169373,4.631949184649721,1.0
6,8,4,Speed,,2.33273578471488,0.5015697892585855,0.3404155466742968,-0.780736983619826,1.0
7,9,4,Accuracy,,2.6758857190034475,0.5604906186782435,0.3870407227798599,3.2508082405210503,1.0
8,10,5,Speed,,3.340647576836702,1.4028133829660665,0.2870413204595204,6.149149797622966,1.0
9,11,5,Accuracy,,2.654265926929361,4.0568334670001525,0.1715468478224034,6.744083390529448,1.0
10,12,6,Speed,,3.2665231832743866,0.6421222124209711,0.3344402253824003,2.5104286082686955,1.0
11,13,6,Accuracy,,3.170518255873853,1.1684140934074918,0.3135118070369693,5.2642891890501,1.0
12,14,1,Speed,,2.575253770231676,0.7898510825753791,0.2964695473822591,5.335210438552201,3.0
13,15,1,Accuracy,,3.188429521331367,3.1124636787160287,0.2384917156869458,4.67941522337204,3.0
14,16,2,Speed,,1.4540417919287112,0.7491631444399136,0.3055760119273439,5.8601535977167725,3.0
15,17,2,Accuracy,,2.0093525501607834,1.173150676694589,0.3246886463627775,2.142713326598125,3.0
16,18,3,Speed,,1.456898810608276,0.7711914411678533,0.294852516017945,4.654530088377297,3.0
17,19,3,Accuracy,,1.8136994477682384,1.7601676488550009,0.3013334424685587,3.5051599571130247,3.0
18,20,4,Speed,,1.8179366260074723,4.173839330400736,0.1028140446798396,6.494355350978825,3.0
19,21,4,Accuracy,,2.0951988395401164,2.0658527551558103,0.1000688082307704,1.577099960484399,3.0
20,22,5,Speed,,2.986246939001679,0.7931111212771595,0.2837022489180679,2.1062357195902344,3.0
21,23,5,Accuracy,,2.106392546684297,2.4523050700316853,0.1520651642254243,2.2877827677382765,3.0
22,24,6,Speed,,2.6038037673030487,1.0223477905781433,0.2954334186406663,4.979830164554077,3.0
23,25,6,Accuracy,,2.2044803583940733,1.3559057944049582,0.2842269603110611,1.421300297787311,3.0
24,26,1,Speed,,3.678090119743072,0.6389767467863612,0.3140285803112876,9.382336800068648,4.0
25,27,1,Accuracy,,3.5668472614215943,1.258641493460479,0.2690324260608133,4.07569914469813,4.0
26,28,2,Speed,,2.350007591110141,0.6266778262771986,0.3174769294706521,8.024230970388462,4.0
27,29,2,Accuracy,,3.1880507531053297,0.8103484521504036,0.3357306514900924,1.3127011970044669,4.0
28,30,3,Speed,,1.584371192992076,0.5054401350872508,0.3283957312284317,5.014283276651778,4.0
29,31,3,Accuracy,,1.9843048037315685,1.0115791791226325,0.3055084863073699,3.5247861284367654,4.0
30,32,4,Speed,,3.5484105324747146,0.7436003838962169,0.3277232983280466,7.727564673093772,4.0
31,33,4,Accuracy,,3.0349429371197205,2.019349360349572,0.2063932261983797,3.525264312177172,4.0
32,34,5,Speed,,3.416620155023833,0.6245071942542904,0.3180660650967003,5.891012309474178,4.0
33,35,5,Accuracy,,2.5314446988542487,0.5021525103543878,0.3615348611911052,-4.760750267073018,4.0
34,36,6,Speed,,3.1273915904644523,0.5967567554296433,0.3129483658015393,6.219407025778665,4.0
35,37,6,Accuracy,,2.3022952663360354,1.1190883793799342,0.2986307798232737,4.660012097363705,4.0
36,38,1,Speed,,3.921887546284181,0.6832297667644331,0.3103005292874025,7.998290003916277,5.0
37,39,1,Accuracy,,3.738199020116751,1.1494621025740903,0.3238039827831959,0.919441242750942,5.0
38,40,2,Speed,,3.7100656769223783,1.4570920606883715,0.2947149604167435,10.309772112782357,5.0
39,41,2,Accuracy,,2.5584638758923344,5.485696173045866,0.207805075780403,6.83196968810156,5.0
40,42,3,Speed,,2.194685759664164,0.7742957012263414,0.3229724762678273,7.235787298689533,5.0
41,43,3,Accuracy,,3.0879995132252684,2.5379291080430977,0.3184908234314753,5.679389282152284,5.0
42,44,4,Speed,,4.646929654412676,1.0353724379103522,0.3072806611787618,3.613813393408389,5.0
43,45,4,Accuracy,,3.215824155442565,3.2879933585268057,0.2502710869660619,4.9318006805436445,5.0
44,46,5,Speed,,4.227340813412134,1.106162495532831,0.3443599348299636,14.902441595207202,5.0
45,47,5,Accuracy,,2.5740012019993146,1.1942589258888292,0.4099853211042283,3.7409655066377945,5.0
46,48,6,Speed,,2.692252792290736,9.202535513841983,0.1625256217788042,13.100079152128794,5.0
47,49,6,Accuracy,,2.604370190921118,1.395747234608777,0.3638036881462775,4.642966538997206,5.0
48,50,1,Speed,,2.1061610479378943,1.1177265030999726,0.2238899064748588,7.737857527107006,6.0
49,51,1,Accuracy,,2.86292159312682,0.908904853099168,0.3425079896924792,4.298945507954379,6.0
50,52,2,Speed,,1.1616523966462342,2.9075081553015814,0.1002182577191941,8.208820779609582,6.0
51,53,2,Accuracy,,2.281733617544197,0.9208159826913418,0.3945127692860696,4.297896477613976,6.0
52,54,3,Speed,,0.2769736696531046,2.402494915769388,0.1007075021046174,7.632904119981677,6.0
53,55,3,Accuracy,,1.5232715390923497,0.6817834513152068,0.4190659197324872,2.32473023309279,6.0
54,56,4,Speed,,0.7322371257538223,2.388175520362729,0.1001505744363358,7.373920983278681,6.0
55,57,4,Accuracy,,2.549619274246466,3.640669031907721,0.1619138255546401,4.03474841085428,6.0
56,58,5,Speed,,0.7851232476882628,1.0948528803161084,0.2251113822627063,7.45295558754095,6.0
57,59,5,Accuracy,,2.361498129498644,1.1110055150701834,0.3493228664980979,3.7905616575111623,6.0
58,60,6,Speed,,0.5714707874712996,1.7508032217872191,0.1005924941045204,6.003002035591325,6.0
59,61,6,Accuracy,,2.4884346325202515,1.0585637259766791,0.3256371856867356,3.1746026712785245,6.0
60,62,1,Speed,,0.2052172575931513,1.6361031632065588,0.1006193283810389,6.671463730023291,7.0
61,63,1,Accuracy,,2.093852359104225,1.049974257538539,0.2323183879470017,3.601742023279879,7.0
62,64,2,Speed,,0.0,2.567301272067572,0.1001736599579658,8.453285414516309,7.0
63,65,2,Accuracy,,1.4422784272277656,0.8423479536927578,0.2939809679048371,4.018446900123807,7.0
64,66,3,Speed,,0.0,1.8735565874950435,0.1004272755440192,7.221297554138157,7.0
65,67,3,Accuracy,,0.6276334890408498,2.7476980848990302,0.100495815334314,4.915380711180792,7.0
66,68,4,Speed,,1.719390333125716,1.169591069465615,0.1895261403620345,6.7695795460733015,7.0
67,69,4,Accuracy,,1.656304680139098,1.3107311020906085,0.2415457250108051,3.5241768915630285,7.0
68,70,5,Speed,,2.192825202253135,1.5424810470398018,0.1673404808871154,7.075507631055028,7.0
69,71,5,Accuracy,,1.469273017794804,1.241965398655699,0.2784480916053235,4.630786188109963,7.0
70,72,6,Speed,,1.8234217388934535,1.061198152446158,0.2052622144591404,6.346738538815036,7.0
71,73,6,Accuracy,,1.8516211189397973,0.9515712505834042,0.3017143033292476,3.4928142342927657,7.0
72,74,1,Speed,,0.5458750705089197,1.572515458503302,0.1002015997029247,5.570368875360403,8.0
73,75,1,Accuracy,,2.05750031835225,1.4530196258235812,0.3141192943012448,1.953398796834284,8.0
74,76,2,Speed,,0.0,1.4272331660566957,0.1005149017529702,5.402605754679795,8.0
75,77,2,Accuracy,,0.9109519179790552,2.000793322226022,0.2112624765254762,2.1481345513307373,8.0
76,78,3,Speed,,0.0,1.6458524532302268,0.1004080678986004,5.366941590904489,8.0
77,79,3,Accuracy,,0.3830368283085144,2.0446940659363912,0.1184819778485812,2.198025695273867,8.0
78,80,4,Speed,,0.4550615848150631,1.5976412687591135,0.1001668834994932,5.405761277164827,8.0
79,81,4,Accuracy,,1.059580701089668,1.7278044227261975,0.1564493180559188,1.358128205294575,8.0
80,82,5,Speed,,0.3412250993604026,1.7789088804902429,0.1003973924004494,5.953397168799169,8.0
81,83,5,Accuracy,,1.283040860282699,1.8443515631640224,0.1005559594221272,1.216861764709527,8.0
82,84,6,Speed,,0.0853929471716514,1.8885139886291664,0.1012578074322633,5.864963941849711,8.0
83,85,6,Accuracy,,1.2398272914984467,1.6222009407103308,0.1006277244172299,1.0229265688551794,8.0
84,86,1,Speed,,3.8580620324352086,0.7524373141118659,0.3658733389092967,8.583098133533495,9.0
85,87,1,Accuracy,,2.701638600636556,1.2165333869792896,0.3458695782477452,3.4658395797863424,9.0
86,88,2,Speed,,1.7716134962492165,0.6256720399353881,0.3745709066816008,8.913220479100156,9.0
87,89,2,Accuracy,,1.943469227556089,1.6623906705589406,0.2747853876118128,2.3271559697146684,9.0
88,90,3,Speed,,0.8307938629228447,4.03241169973638,0.2474289358445752,11.51651318556904,9.0
89,91,3,Accuracy,,1.3141908732741177,1.1410307899244485,0.3528476025802533,2.484346715282476,9.0
90,92,4,Speed,,3.2108349155996154,0.5057752447208532,0.379190231624693,-1.1625766404959148,9.0
91,93,4,Accuracy,,2.1041452213578054,0.7250527508275502,0.4208987717107054,-0.7100084345085972,9.0
92,94,5,Speed,,2.845358722459661,9.187181327405591,0.154203006086034,9.738882537499515,9.0
93,95,5,Accuracy,,1.823563421913846,3.051601982268915,0.1003785344115725,3.0189017703904586,9.0
94,96,6,Speed,,3.0825299384913345,0.5213745285651408,0.39504198430232,4.150466625269551,9.0
95,97,6,Accuracy,,2.8252366782418474,0.5797895329547949,0.4324169253934076,-6.444972590346333,9.0
96,98,1,Speed,,2.6068922405043877,0.6165114408615873,0.2866760391317142,4.701121664151492,10.0
97,99,1,Accuracy,,4.088396582977033,1.4000303112235408,0.2993327673861453,4.152918842850126,10.0
98,100,2,Speed,,1.2862989538412632,1.046187696426907,0.2471541489376554,7.432869978374635,10.0
99,101,2,Accuracy,,2.6577084828233097,1.4310223874845427,0.2867981055829773,3.911715784043539,10.0
100,102,3,Speed,,0.563811890489272,0.8309660168862791,0.2583699663249687,7.426854996667664,10.0
101,103,3,Accuracy,,1.8575692043224183,1.0565254939413975,0.3343333754592572,4.3926239195652,10.0
102,104,4,Speed,,2.10721206163371,0.783772143187683,0.2542568349113857,4.891733692973467,10.0
103,105,4,Accuracy,,2.4163074988188726,1.080724215847681,0.3146202503788751,2.8458483049318284,10.0
104,106,5,Speed,,2.3419049164298293,1.0484066130478444,0.2353274665669139,5.965993574990903,10.0
105,107,5,Accuracy,,2.4104921983242367,1.551867006434546,0.2588849587914032,2.6972341900642847,10.0
106,108,6,Speed,,2.4795975327330457,0.6847626955720063,0.2671333611878154,3.410518082463753,10.0
107,109,6,Accuracy,,2.679383155908955,1.1609687381373783,0.3091670977397895,2.5504162525531444,10.0
108,110,1,Speed,,3.386091801503605,0.7539481705548274,0.326521206629605,8.356980779752428,11.0
109,111,1,Accuracy,,3.8446695651110274,0.7893343126056358,0.3516961980947261,2.509052121542633,11.0
110,112,2,Speed,,1.0178524494194037,1.0697685741875371,0.2947593998582654,9.033017861762694,11.0
111,113,2,Accuracy,,2.358438718857264,0.944279365562763,0.3710908265880629,5.374977316543196,11.0
112,114,3,Speed,,0.7324672635893456,1.1936762566103232,0.284206145965626,10.350268737383692,11.0
113,115,3,Accuracy,,1.4904178956806151,1.3062069155797178,0.313277848932102,4.946062130555233,11.0
114,116,4,Speed,,1.408628104638226,0.7243842075406111,0.3228296913447088,6.294378121653846,11.0
115,117,4,Accuracy,,2.400187228334928,2.5127021202761783,0.2360919761630793,4.90754647909116,11.0
116,118,5,Speed,,1.986520761313081,0.8252377014632106,0.3145865013598802,7.234662940092379,11.0
117,119,5,Accuracy,,2.6620327166490125,1.026377109431455,0.3571506867360552,2.331310688438209,11.0
118,120,6,Speed,,2.274310530844731,0.7559404393163671,0.3329542386386636,6.484215686237249,11.0
119,121,6,Accuracy,,2.307005190462911,0.9000794730499804,0.3557478215983012,2.5051288001461685,11.0
120,122,1,Speed,,1.8741930787247447,1.7175004445241986,0.1577086099077951,5.263817550700887,12.0
121,123,1,Accuracy,,2.319625092806115,0.9976255045354244,0.283358428146867,2.557192506014439,12.0
122,124,2,Speed,,1.2723387724906736,1.0758973132379133,0.2723825788941747,6.750241460489218,12.0
123,125,2,Accuracy,,1.2189421073664843,1.051693806886961,0.305296466792916,2.779910228708018,12.0
124,126,3,Speed,,0.2492186178047325,3.8362644269127006,0.1009126886183783,7.849933526990116,12.0
125,127,3,Accuracy,,0.8123974784208732,0.8261747399572172,0.3072108532502371,1.3512656538351269,12.0
126,128,4,Speed,,1.3332409883050194,2.21923800665883,0.101054610995488,4.481474963131935,12.0
127,129,4,Accuracy,,1.5688855263907415,1.3918089644149672,0.2255104259876144,2.766476082291652,12.0
128,130,5,Speed,,1.200188500545893,3.083935796222862,0.1003514750753212,6.168762776325102,12.0
129,131,5,Accuracy,,1.6458879155435675,1.0617530993168982,0.2886146349080626,1.7730360303600334,12.0
130,132,6,Speed,,1.5641460892504857,2.401022048030562,0.148016813006232,5.579572310243634,12.0
131,133,6,Accuracy,,1.53100333826863,1.9093372898354055,0.1386882273134239,2.622742092064406,12.0
132,134,1,Speed,,1.8267054097370807,0.9253102195608348,0.2924697803109632,5.898849908340797,13.0
133,135,1,Accuracy,,2.064209706313904,1.3030406580745155,0.2802680246242633,2.537442489014406,13.0
134,136,2,Speed,,1.2922288538157094,1.0900856138834794,0.2985245749565038,6.8244964827291845,13.0
135,137,2,Accuracy,,1.6107461260238365,0.9295876222961744,0.3757918472422401,1.6285092992358288,13.0
136,138,3,Speed,,0.272246725168374,2.2954954456799017,0.2069009196175916,7.321313068810825,13.0
137,139,3,Accuracy,,0.849726865531602,1.229477787842035,0.29150085158159,2.616484032444192,13.0
138,140,4,Speed,,1.3416506648907969,1.393068503173856,0.2697632281303996,6.615133783698292,13.0
139,141,4,Accuracy,,1.575322698237451,1.1112998747679643,0.3171228953117594,1.44279681650228,13.0
140,142,5,Speed,,1.8149565244550527,1.1023468608780025,0.2906890845552242,5.361379875315845,13.0
141,143,5,Accuracy,,1.5384536540878022,1.0336860199037083,0.3538579861103341,1.365722282674764,13.0
142,144,6,Speed,,1.639799488562851,1.257901555786813,0.2240043104732216,3.206293070690742,13.0
143,145,6,Accuracy,,1.481149424266645,1.066971003584384,0.3277159666245142,2.18155189843566,13.0
144,146,1,Speed,,3.1247545921340536,0.8990067769264147,0.2669886591847737,3.786026590180901,14.0
145,147,1,Accuracy,,2.587929543477222,1.8108758153932296,0.2209278614499846,2.754138452528545,14.0
146,148,2,Speed,,2.018201588242059,1.1536447380697838,0.2706027129533835,6.099314367059275,14.0
147,149,2,Accuracy,,1.7641259419783766,1.3919356545189423,0.2982295612643141,2.4507395667309773,14.0
148,150,3,Speed,,1.3613199735511654,1.1021619258881392,0.2918314651195508,6.624059291791717,14.0
149,151,3,Accuracy,,1.3121486912241178,1.9687828597609736,0.1704870054006104,2.311912839788956,14.0
150,152,4,Speed,,2.2105751862654754,1.2282632841229288,0.3025089535286823,3.960040001837992,14.0
151,153,4,Accuracy,,3.2542781759090937,0.500560857016997,0.4890002107384178,-14.299065110102111,14.0
152,154,5,Speed,,1.481118786357521,1.473617429742705,0.2391952970316038,5.429167822306085,14.0
153,155,5,Accuracy,,1.4741484352303116,2.060077699258734,0.1017323857975268,1.1472096967251526,14.0
154,156,6,Speed,,1.9297978106374245,0.8118630249097247,0.3222735206861096,4.495110292317664,14.0
155,157,6,Accuracy,,2.662691917081384,0.5080786051302875,0.4811299075416597,-14.57889114903706,14.0
156,158,1,Speed,,2.188947153547583,1.0066489523559756,0.2923832500045106,6.327179881164988,15.0
157,159,1,Accuracy,,2.3476606754407325,1.1971087988733151,0.3261015771409332,1.2210061431650927,15.0
158,160,2,Speed,,1.5036252922124338,2.8488843276806435,0.1652836096081562,6.66730796036815,15.0
159,161,2,Accuracy,,2.0575147503407023,1.782682090857509,0.3075670627809573,2.4346445377663053,15.0
160,162,3,Speed,,0.6504105137011207,7.294562277355184,0.107029060990848,9.017469407559188,15.0
161,163,3,Accuracy,,1.1828369161294952,1.328237751921833,0.3688297470555264,2.242593095929722,15.0
162,164,4,Speed,,1.7337323427682914,0.9049480922554344,0.3149887700044615,6.041695346963896,15.0
163,165,4,Accuracy,,2.098589797653044,1.220986631437273,0.4012294551658672,1.2184812575572426,15.0
164,166,5,Speed,,1.4239634877204768,1.5131918027798743,0.2520161487487677,6.806961146277561,15.0
165,167,5,Accuracy,,1.8441530511149504,1.3839488619014624,0.341447206511129,1.3751704745963025,15.0
166,168,6,Speed,,1.9298370566930572,3.645617241904756,0.1873767681476839,7.943451206914662,15.0
167,169,6,Accuracy,,2.544155598548074,0.5996204748993632,0.4736908675251818,-5.670944742854612,15.0
168,170,1,Speed,,1.3012629080801634,1.0631490162093913,0.2217125717986223,5.88204452661837,16.0
169,171,1,Accuracy,,2.504391135168844,1.5717959147399592,0.2919406814813442,3.2690380794214624,16.0
170,172,2,Speed,,0.9424198663797406,1.411070157867004,0.1543186261827932,4.76504788539208,16.0
171,173,2,Accuracy,,1.7777999332275425,0.8524074771798729,0.4018848627626122,0.8311911040447573,16.0
172,174,3,Speed,,0.5485617130500982,1.8837864865350744,0.1023003000884423,4.909771976658098,16.0
173,175,3,Accuracy,,1.2038459556508625,1.1581790575377324,0.341279844387571,2.265333328610138,16.0
174,176,4,Speed,,0.8736426186225242,2.396670984275864,0.1087158157088071,5.886358106060423,16.0
175,177,4,Accuracy,,1.9178993747970376,1.4107135447743937,0.3369970885961717,2.558033086820053,16.0
176,178,5,Speed,,0.7624878249462697,2.1746624154973806,0.1017911002460677,5.395413306411873,16.0
177,179,5,Accuracy,,1.8493506316825417,0.8874579713951611,0.3778536056059081,-0.0475559892040443,16.0
178,180,6,Speed,,0.8979190450198965,1.6344643237671237,0.1243639126128011,4.252468840247167,16.0
179,181,6,Accuracy,,1.9283001932030408,1.1331839127418943,0.3456737309798413,2.2605244346020057,16.0
180,182,1,Speed,,2.892114867440208,1.2286823153604898,0.2683074823715,4.892751338587519,17.0
181,183,1,Accuracy,,3.033576103582355,1.2759541214559125,0.3272325147718887,1.024711121668729,17.0
182,184,2,Speed,,2.345697326186027,1.5747400042588833,0.2615768299635048,6.047066272895668,17.0
183,185,2,Accuracy,,2.377972525052928,1.4009918916815782,0.3383473355592272,1.9619034155166597,17.0
184,186,3,Speed,,1.7090027042052305,1.2162111933390136,0.2761519947555569,6.088313743381252,17.0
185,187,3,Accuracy,,1.8695762060639736,1.4669388155798728,0.362039642580153,3.100399190578765,17.0
186,188,4,Speed,,2.036302252161063,0.9551143122730076,0.2884417439113176,3.4788748321253555,17.0
187,189,4,Accuracy,,2.59047334727732,2.287783176416241,0.2799526213962015,2.4877977434242227,17.0
188,190,5,Speed,,2.3509073308889024,0.9360348286111906,0.3113298382633847,3.5788795127822346,17.0
189,191,5,Accuracy,,2.218090453869652,1.662080057284736,0.32984729616316,2.495606779062214,17.0
190,192,6,Speed,,2.0072936972220434,1.944495866150836,0.1766606896841694,4.160660826854776,17.0
191,193,6,Accuracy,,2.144904847018577,2.351156513652732,0.2063273526174298,2.251097413746628,17.0
